time,.pose.pose.position.x,.pose.pose.position.y,.pose.pose.orientation.x,.pose.pose.orientation.y,.pose.pose.orientation.z,.pose.pose.orientation.w
2022/08/16/12:40:59.864585,5.016312599,0.077246957,0.002221605,-0.003733086,-0.023719518,0.999709189
2022/08/16/12:40:59.964498,5.044267654,0.076770686,0.001703256,-0.00359808,-0.023810321,0.999708593
2022/08/16/12:41:00.064162,5.077032089,0.076884404,0.001842647,-0.003808828,-0.024133977,0.999699771
2022/08/16/12:41:00.164234,5.118676662,0.074939035,0.001640996,-0.004029187,-0.02418064,0.999698162
2022/08/16/12:41:00.265925,5.169329643,0.072846532,0.001531737,-0.003525082,-0.024244253,0.999698699
2022/08/16/12:41:00.366885,5.228387833,0.072676331,0.002338889,-0.003972423,-0.024340209,0.999693155
2022/08/16/12:41:00.465331,5.280136585,0.071147904,0.002127454,-0.003919906,-0.024569117,0.999688208
2022/08/16/12:41:00.565284,5.327432632,0.06942647,0.002074628,-0.004115943,-0.024374438,0.999692261
2022/08/16/12:41:00.665404,5.369113445,0.067740351,0.001881096,-0.003629823,-0.024052192,0.999702454
2022/08/16/12:41:00.766143,5.418941975,0.068390824,0.002373082,-0.002822214,-0.023421578,0.999718964
2022/08/16/12:41:00.866277,5.469192028,0.06833028,0.002208361,-0.003271701,-0.022694338,0.99973464
2022/08/16/12:41:00.965694,5.510595798,0.070236266,0.002551213,-0.003242138,-0.022244658,0.999744117
2022/08/16/12:41:01.065388,5.547418118,0.069484495,0.002252696,-0.002756049,-0.021803109,0.999755979
2022/08/16/12:41:01.165265,5.580946922,0.070006914,0.002221746,-0.002810018,-0.021603981,0.999760211
2022/08/16/12:41:01.264897,5.623395443,0.07076662,0.001709733,-0.002682391,-0.021324947,0.999767542
2022/08/16/12:41:01.364940,5.657599926,0.06998235,0.001046724,-0.002988514,-0.020968946,0.999775112
2022/08/16/12:41:01.465253,5.705254555,0.069389924,0.000300023,-0.003169326,-0.020558644,0.999783576
2022/08/16/12:41:01.565396,5.744200706,0.071650848,0.00061045,-0.003283892,-0.020255264,0.999789238
2022/08/16/12:41:01.665609,5.791463375,0.072929002,0.000544081,-0.002958859,-0.01978115,0.999799788
2022/08/16/12:41:01.767934,5.844284058,0.073467322,0.000438412,-0.002993055,-0.019325458,0.999808669
2022/08/16/12:41:01.865454,5.897783279,0.071929142,0.000402746,-0.003349108,-0.018862851,0.999816358
2022/08/16/12:41:01.965889,5.959649563,0.071017593,0.000173374,-0.003503392,-0.018184168,0.999828577
2022/08/16/12:41:02.067399,6.020755768,0.073958144,0.001087453,-0.003693783,-0.01760882,0.999837518
2022/08/16/12:41:02.163450,6.078472137,0.071027815,0.000775187,-0.003472172,-0.017160639,0.999846518
2022/08/16/12:41:02.261741,6.143810749,0.071745239,0.001152497,-0.003626399,-0.016562095,0.999855578
2022/08/16/12:41:02.362181,6.212983131,0.068050593,0.000958558,-0.003642977,-0.015884517,0.999866724
2022/08/16/12:41:02.461880,6.273612022,0.070454888,0.001700718,-0.003729822,-0.01545142,0.999872208
2022/08/16/12:41:02.561543,6.336580276,0.068803176,0.001754114,-0.003919169,-0.015422143,0.99987185
2022/08/16/12:41:02.661854,6.396348953,0.068783671,0.001700881,-0.003805973,-0.015261446,0.99987483
2022/08/16/12:41:02.763142,6.45903492,0.068916239,0.001718497,-0.003558992,-0.014831926,0.999882162
2022/08/16/12:41:02.861919,6.511596203,0.069284283,0.001697855,-0.003780744,-0.014896223,0.999880552
2022/08/16/12:41:02.961959,6.571429253,0.068572849,0.00186521,-0.003731371,-0.014585465,0.999884903
2022/08/16/12:41:03.062033,6.625325203,0.07015691,0.002438517,-0.00327978,-0.014090118,0.999892473
2022/08/16/12:41:03.162122,6.681755543,0.066882014,0.001716223,-0.003968501,-0.013806496,0.999895334
2022/08/16/12:41:03.263737,6.737360954,0.066737227,0.002094656,-0.004436316,-0.013780456,0.99989301
2022/08/16/12:41:03.364160,6.779715061,0.068619169,0.002616395,-0.003262954,-0.013667851,0.999897838
2022/08/16/12:41:03.462618,6.82626009,0.067902371,0.003023235,-0.003818217,-0.013381891,0.999898672
2022/08/16/12:41:03.563386,6.866734982,0.068706214,0.003148181,-0.003825872,-0.013212221,0.99990052
2022/08/16/12:41:03.661582,6.908742905,0.069100007,0.003098627,-0.003886409,-0.013180738,0.999900877
2022/08/16/12:41:03.761875,6.953307152,0.069213502,0.00286867,-0.003973275,-0.013106205,0.999902189
2022/08/16/12:41:03.860893,6.996219158,0.070030145,0.00280905,-0.004290507,-0.012903336,0.999903679
2022/08/16/12:41:03.960954,7.042811871,0.072118506,0.002697489,-0.004046767,-0.012873523,0.999905288
2022/08/16/12:41:04.060848,7.085747719,0.072129823,0.002982491,-0.004131326,-0.012563471,0.99990809
2022/08/16/12:41:04.160885,7.122970581,0.071934544,0.002962157,-0.004262699,-0.012480458,0.999908626
2022/08/16/12:41:04.260833,7.163728714,0.072376147,0.002806337,-0.004513468,-0.012260167,0.999910712
2022/08/16/12:41:04.361400,7.227992058,0.074435651,0.002914046,-0.004548396,-0.012076065,0.99991256
2022/08/16/12:41:04.461912,7.284941196,0.075846203,0.002768516,-0.004774582,-0.011779298,0.999915481
2022/08/16/12:41:04.562006,7.328175545,0.076853581,0.002664174,-0.005151454,-0.011733133,0.999914348
2022/08/16/12:41:04.663381,7.37776041,0.077351362,0.002598291,-0.005128454,-0.011649873,0.999915719
2022/08/16/12:41:04.762989,7.426215649,0.076707616,0.003001729,-0.004933819,-0.011452391,0.999917746
2022/08/16/12:41:04.862064,7.475121021,0.076459177,0.003175803,-0.004666552,-0.011378996,0.999919355
2022/08/16/12:41:04.962138,7.524577618,0.075895689,0.003119027,-0.004869199,-0.011420505,0.999918044
2022/08/16/12:41:05.062072,7.576245785,0.07572744,0.00346343,-0.004451333,-0.01122687,0.999921083
2022/08/16/12:41:05.162286,7.632228851,0.074503385,0.003593151,-0.004489434,-0.011115808,0.999921679
2022/08/16/12:41:05.261696,7.68227005,0.076521479,0.003738713,-0.004390052,-0.010940879,0.999923527
2022/08/16/12:41:05.361531,7.739243031,0.076817408,0.003702271,-0.004462561,-0.010925945,0.999923527
2022/08/16/12:41:05.461057,7.783730507,0.075312078,0.003402908,-0.004427701,-0.010812181,0.999925971
2022/08/16/12:41:05.561601,7.840987682,0.076592349,0.003667095,-0.00515467,-0.010593562,0.999923885
2022/08/16/12:41:05.662849,7.885539532,0.076889463,0.003725376,-0.005148325,-0.01049284,0.999924779
2022/08/16/12:41:05.760931,7.938193798,0.075274818,0.003956759,-0.005293474,-0.010448939,0.999923587
2022/08/16/12:41:05.860749,7.986267567,0.075366013,0.003916598,-0.005252925,-0.010365221,0.999924839
2022/08/16/12:41:05.961139,8.044407845,0.07490053,0.004064892,-0.005215347,-0.010185615,0.999926269
2022/08/16/12:41:06.060800,8.093361855,0.074829161,0.00423258,-0.005280279,-0.010143474,0.999925673
2022/08/16/12:41:06.160964,8.147663116,0.074552096,0.004284034,-0.005454161,-0.010002229,0.999925911
2022/08/16/12:41:06.260982,8.200015068,0.073494688,0.004243851,-0.005512356,-0.010008757,0.999925733
2022/08/16/12:41:06.360852,8.256966591,0.074235417,0.003871679,-0.006102654,-0.009844495,0.999925435
2022/08/16/12:41:06.460879,8.318310738,0.07539513,0.004108103,-0.006056475,-0.009857625,0.99992466
2022/08/16/12:41:06.561420,8.384058952,0.076432243,0.004087572,-0.006365274,-0.009566305,0.999925613
2022/08/16/12:41:06.661557,8.450779915,0.079786286,0.004900133,-0.00549329,-0.009464366,0.999928117
2022/08/16/12:41:06.762511,8.501478195,0.080073103,0.005075351,-0.005585067,-0.00943047,0.999927044
2022/08/16/12:41:06.861922,8.552222252,0.080737405,0.005218984,-0.005805817,-0.00919006,0.999927282
2022/08/16/12:41:06.961776,8.595115662,0.079691321,0.005120222,-0.005073862,-0.009215017,0.999931574
2022/08/16/12:41:07.062137,8.658721924,0.081219025,0.005762857,-0.005472886,-0.009147289,0.999926567
2022/08/16/12:41:07.161891,8.70543766,0.080932081,0.005428696,-0.005573732,-0.00904118,0.999928892
2022/08/16/12:41:07.261693,8.747844696,0.079862446,0.005355017,-0.005661742,-0.008800176,0.999930918
2022/08/16/12:41:07.361926,8.795295715,0.079130962,0.005609863,-0.005685337,-0.008797344,0.999929428
2022/08/16/12:41:07.463068,8.84782505,0.07817921,0.005178902,-0.005829101,-0.008643634,0.99993223
2022/08/16/12:41:07.565959,8.885025978,0.079421312,0.005554348,-0.005776817,-0.008587984,0.999931037
2022/08/16/12:41:07.661750,8.92480278,0.078860991,0.005705907,-0.005613782,-0.008442859,0.999932408
2022/08/16/12:41:07.763075,8.963769913,0.078821555,0.005675524,-0.005099984,-0.008467807,0.99993515
2022/08/16/12:41:07.861942,9.000927925,0.078939013,0.005718945,-0.005020316,-0.008380503,0.999935925
2022/08/16/12:41:07.962240,9.056444168,0.080214523,0.005715905,-0.004939471,-0.008253613,0.999937415
2022/08/16/12:41:08.062205,9.104931831,0.081210151,0.006296117,-0.004972196,-0.008013182,0.999935746
2022/08/16/12:41:08.161738,9.146452904,0.0804618,0.006484366,-0.00476686,-0.007926424,0.999936223
2022/08/16/12:41:08.261410,9.19691658,0.080674104,0.006530524,-0.004788842,-0.007687432,0.999937654
2022/08/16/12:41:08.361042,9.239520073,0.082251482,0.00727298,-0.004857473,-0.00752309,0.999933481
2022/08/16/12:41:08.463469,9.294661522,0.082463004,0.007616255,-0.004433498,-0.007301315,0.999934554
2022/08/16/12:41:08.561256,9.343600273,0.082294405,0.007489811,-0.00455939,-0.007105929,0.999936342
2022/08/16/12:41:08.660828,9.395324707,0.083612263,0.008170162,-0.004406486,-0.00685832,0.999933422
2022/08/16/12:41:08.762109,9.433082581,0.083568163,0.008154426,-0.004544303,-0.006699975,0.999934018
2022/08/16/12:41:08.861634,9.471230507,0.083117977,0.008162188,-0.003766822,-0.0066022,0.999937832
2022/08/16/12:41:08.961125,9.510007858,0.082605265,0.008166083,-0.003888567,-0.006461992,0.99993825
2022/08/16/12:41:09.061458,9.550602913,0.084339328,0.008678493,-0.003789843,-0.006346834,0.999935091
2022/08/16/12:41:09.162291,9.589747429,0.084115006,0.008160775,-0.004401931,-0.006251593,0.999937534
2022/08/16/12:41:09.262408,9.629851341,0.084166832,0.007619527,-0.004485575,-0.006029204,0.99994272
2022/08/16/12:41:09.362382,9.6702528,0.08538536,0.007544024,-0.004280429,-0.005999151,0.999944448
2022/08/16/12:41:09.463185,9.710436821,0.085709855,0.007058622,-0.004056405,-0.005681008,0.999950707
2022/08/16/12:41:09.562709,9.754505157,0.088019215,0.007484097,-0.003934847,-0.005580638,0.99994874
2022/08/16/12:41:09.663595,9.802669525,0.086423598,0.007131031,-0.004393111,-0.005312655,0.999950886
2022/08/16/12:41:09.764550,9.853205681,0.089220397,0.00707396,-0.004804573,-0.005193968,0.999949932
2022/08/16/12:41:09.864703,9.899004936,0.089673333,0.007272069,-0.00461308,-0.005080677,0.999949992
2022/08/16/12:41:09.963063,9.957602501,0.090432622,0.007451846,-0.004643176,-0.00470918,0.999950349
2022/08/16/12:41:10.062777,10.00553989,0.091880083,0.007405699,-0.004537941,-0.004058496,0.999954104
2022/08/16/12:41:10.161975,10.06697369,0.0942064,0.007917581,-0.004424785,-0.003400048,0.999953151
2022/08/16/12:41:10.262474,10.1323576,0.095364965,0.008029067,-0.00431296,-0.00275794,0.999954641
2022/08/16/12:41:10.363736,10.17699909,0.097197823,0.008227545,-0.004587117,-0.002132787,0.99995333
2022/08/16/12:41:10.462826,10.22860527,0.09749832,0.008561878,-0.0045003,-0.001756473,0.999951661
2022/08/16/12:41:10.561411,10.28910732,0.100112796,0.009152434,-0.004567604,-0.001954145,0.99994576
2022/08/16/12:41:10.662842,10.34958744,0.100901976,0.008886009,-0.005053228,-0.002508064,0.999944687
2022/08/16/12:41:10.761491,10.4028492,0.100843295,0.008788398,-0.005214566,-0.00352695,0.999941647
2022/08/16/12:41:10.861253,10.46231365,0.098210193,0.008110072,-0.004711402,-0.004668542,0.999945223
2022/08/16/12:41:10.960858,10.5161953,0.096973836,0.008391513,-0.004759663,-0.006490869,0.999932468
2022/08/16/12:41:11.061312,10.57952785,0.09559077,0.008578526,-0.004737347,-0.00777716,0.999921799
2022/08/16/12:41:11.161231,10.63501549,0.09266112,0.007824921,-0.005258763,-0.008494359,0.999919534
2022/08/16/12:41:11.261203,10.70200729,0.093825214,0.008711945,-0.005071437,-0.009003937,0.999908626
2022/08/16/12:41:11.360731,10.75034618,0.094257988,0.009048884,-0.005394044,-0.00954566,0.99989903
2022/08/16/12:41:11.461730,10.8081255,0.09347932,0.009096445,-0.005386644,-0.010099053,0.999893188
2022/08/16/12:41:11.562230,10.85926723,0.093132913,0.009004494,-0.005788353,-0.010634203,0.999886215
2022/08/16/12:41:11.664814,10.90766335,0.093082309,0.008877552,-0.0059087,-0.011139995,0.999881148
2022/08/16/12:41:11.761271,10.96089077,0.094175473,0.00886997,-0.006053939,-0.011716953,0.999873757
2022/08/16/12:41:11.860953,11.01181412,0.094180726,0.008734826,-0.006162159,-0.012154657,0.999869049
2022/08/16/12:41:11.961415,11.06563663,0.093508489,0.008270211,-0.005642433,-0.012729972,0.999868929
2022/08/16/12:41:12.061148,11.12431812,0.093762219,0.008305878,-0.005591165,-0.013248622,0.999862194
2022/08/16/12:41:12.162753,11.18051434,0.091979988,0.007683134,-0.005635147,-0.013798494,0.999859393
2022/08/16/12:41:12.263169,11.24872398,0.091311447,0.007464432,-0.005440074,-0.01446523,0.999852777
2022/08/16/12:41:12.364586,11.31042862,0.091101021,0.007216128,-0.006016765,-0.014997632,0.999843478
2022/08/16/12:41:12.463266,11.37601185,0.090886235,0.007227599,-0.006154811,-0.015554124,0.999834061
2022/08/16/12:41:12.563403,11.43492508,0.087215483,0.006706904,-0.005930947,-0.016126376,0.999829948
2022/08/16/12:41:12.663492,11.49320984,0.084977403,0.006969567,-0.006181405,-0.016712829,0.999816895
2022/08/16/12:41:12.765003,11.54627895,0.08382801,0.007031934,-0.006144579,-0.017164126,0.999809086
2022/08/16/12:41:12.863465,11.60342407,0.081435435,0.007572861,-0.006082716,-0.017715588,0.999795854
2022/08/16/12:41:12.963482,11.66021538,0.079762176,0.007742942,-0.006285839,-0.018313695,0.999782622
2022/08/16/12:41:13.063396,11.71772003,0.078627244,0.007393187,-0.006341078,-0.018756805,0.999776602
2022/08/16/12:41:13.163263,11.77644062,0.077290222,0.007432547,-0.006443025,-0.019441389,0.999762595
2022/08/16/12:41:13.263638,11.83995438,0.075627476,0.007904656,-0.007280803,-0.01996905,0.999742925
2022/08/16/12:41:13.364516,11.901618,0.074993245,0.008107521,-0.00637307,-0.020300535,0.99974072
2022/08/16/12:41:13.467367,11.96078014,0.072717845,0.008411749,-0.007004799,-0.02100089,0.99971962
2022/08/16/12:41:13.563387,12.01607704,0.068744749,0.008570465,-0.00720911,-0.021410041,0.999708056
2022/08/16/12:41:13.664083,12.07532597,0.066392303,0.008899656,-0.007256069,-0.02202566,0.999691427
2022/08/16/12:41:13.765039,12.13689804,0.062872387,0.008643701,-0.007255035,-0.022525521,0.999682665
2022/08/16/12:41:13.863638,12.19542122,0.06088734,0.008776969,-0.007665686,-0.023212966,0.999662638
2022/08/16/12:41:13.963707,12.24895763,0.059274413,0.008885147,-0.007643307,-0.023610346,0.999652624
2022/08/16/12:41:14.063545,12.31046963,0.057662144,0.0086232,-0.00749346,-0.023917478,0.999648631
2022/08/16/12:41:14.163914,12.36886692,0.058355387,0.009361591,-0.008427069,-0.024081238,0.999630749
2022/08/16/12:41:14.263914,12.42331028,0.055349953,0.008373932,-0.006903572,-0.024193337,0.999648452
2022/08/16/12:41:14.363623,12.47716522,0.055822685,0.008331453,-0.007781867,-0.024393309,0.999637425
2022/08/16/12:41:14.463813,12.53268623,0.054097626,0.008294514,-0.007388094,-0.024550464,0.999636889
2022/08/16/12:41:14.563575,12.58700752,0.053845208,0.008570823,-0.007432132,-0.024626115,0.999632359
2022/08/16/12:41:14.662697,12.63714981,0.051248081,0.008623903,-0.007629948,-0.024596041,0.999631166
2022/08/16/12:41:14.764054,12.69473648,0.049816765,0.008213059,-0.008203045,-0.024381964,0.999635339
2022/08/16/12:41:14.863218,12.7481842,0.051292762,0.009447502,-0.009125545,-0.023878321,0.999628603
2022/08/16/12:41:14.963461,12.80023861,0.047841281,0.008813675,-0.008393584,-0.023271432,0.999655128
2022/08/16/12:41:15.063360,12.8529129,0.047069583,0.009525517,-0.008411665,-0.022792034,0.999659479
2022/08/16/12:41:15.164808,12.90623188,0.048310671,0.010164933,-0.008327455,-0.022025999,0.999671042
2022/08/16/12:41:15.276191,12.95954323,0.049317218,0.009913469,-0.008317322,-0.021346547,0.999688387
2022/08/16/12:41:15.364177,13.01068592,0.049215518,0.00940556,-0.008271737,-0.020819848,0.999704778
2022/08/16/12:41:15.464538,13.06523132,0.048618499,0.009200116,-0.008254521,-0.02033658,0.999716818
2022/08/16/12:41:15.564657,13.11599636,0.049560227,0.008844962,-0.00818967,-0.019894583,0.999729455
2022/08/16/12:41:15.664756,13.16769981,0.049916357,0.008484432,-0.008145222,-0.019483484,0.999741018
2022/08/16/12:41:15.766187,13.22620392,0.049753949,0.008531241,-0.007732808,-0.018998364,0.999753237
2022/08/16/12:41:15.864933,13.2849474,0.05002505,0.009040916,-0.007625313,-0.018579211,0.999757469
2022/08/16/12:41:15.964931,13.34106064,0.048355222,0.008983027,-0.007569599,-0.017964065,0.999769628
2022/08/16/12:41:16.064807,13.40083599,0.046901647,0.009142068,-0.007544947,-0.017312009,0.99977988
2022/08/16/12:41:16.165942,13.45272636,0.046360783,0.009132417,-0.004123194,-0.016272271,0.999817431
2022/08/16/12:41:16.264287,13.51627254,0.046728466,0.009258949,-0.004005252,-0.015238481,0.999833047
2022/08/16/12:41:16.364031,13.57296181,0.047326658,0.009837079,-0.004057862,-0.014249278,0.999841869
2022/08/16/12:41:16.464106,13.63261986,0.047717962,0.009861993,-0.004262639,-0.013638302,0.999849319
2022/08/16/12:41:16.564741,13.68904495,0.048711799,0.009705919,-0.003447859,-0.013214106,0.999859691
2022/08/16/12:41:16.664852,13.75133896,0.047932174,0.009260043,-0.00427847,-0.012655291,0.999867916
2022/08/16/12:41:16.765298,13.80852413,0.049976442,0.009371139,-0.004056876,-0.012218749,0.999873221
2022/08/16/12:41:16.864765,13.87331104,0.052466251,0.009207459,-0.004134546,-0.011713109,0.999880493
2022/08/16/12:41:16.965560,13.93204975,0.053471148,0.00903768,-0.004129458,-0.01107127,0.999889374
2022/08/16/12:41:17.068324,13.99169254,0.053796828,0.008780644,-0.004288162,-0.010442029,0.999897718
2022/08/16/12:41:17.164775,14.05497742,0.054645516,0.008555082,-0.004459352,-0.009941195,0.999904037
2022/08/16/12:41:17.264745,14.12386513,0.054871581,0.008007945,-0.004467686,-0.009215388,0.999915481
2022/08/16/12:41:17.365172,14.19512177,0.056097466,0.008142011,-0.004680798,-0.008574151,0.999919176
2022/08/16/12:41:17.465227,14.26385975,0.058948349,0.008800047,-0.004856601,-0.007835048,0.999918818
2022/08/16/12:41:17.566135,14.33154392,0.058538992,0.008224337,-0.004969767,-0.007236018,0.9999277
2022/08/16/12:41:17.662980,14.39620304,0.060655188,0.008161476,-0.005175114,-0.006692995,0.999930918
2022/08/16/12:41:17.765119,14.45886898,0.061590929,0.008078374,-0.005282895,-0.006125361,0.999934673
2022/08/16/12:41:17.865933,14.51921844,0.063578516,0.008402657,-0.005607723,-0.005470228,0.999933958
2022/08/16/12:41:17.966567,14.57732296,0.064297818,0.00831183,-0.005696737,-0.004908695,0.999937236
2022/08/16/12:41:18.061881,14.63791466,0.066269033,0.008960249,-0.005970397,-0.004380507,0.999932468
2022/08/16/12:41:18.161833,14.69285965,0.067063943,0.009004384,-0.006108777,-0.003854417,0.999933422
2022/08/16/12:41:18.261829,14.74954224,0.069620498,0.009222093,-0.007478685,-0.003197714,0.999924481
2022/08/16/12:41:18.361018,14.80282211,0.07137242,0.008907,-0.007890388,-0.002591197,0.999925911
2022/08/16/12:41:18.460971,14.85248947,0.073589712,0.009469911,-0.007694089,-0.001961919,0.999923706
2022/08/16/12:41:18.562336,14.89757252,0.074503802,0.009794194,-0.007459351,-0.001389653,0.999923289
2022/08/16/12:41:18.665605,14.94167137,0.075980805,0.009868091,-0.00727752,-0.001221323,0.999924064
2022/08/16/12:41:18.768462,14.98865795,0.076161467,0.009426914,-0.007400537,-0.001291911,0.999927402
2022/08/16/12:41:18.864188,15.03239346,0.077000298,0.009393873,-0.007473646,-0.001660528,0.999926627
2022/08/16/12:41:18.964515,15.07526302,0.076009803,0.009364166,-0.007636856,-0.002487518,0.999924004
2022/08/16/12:41:19.064952,15.11646366,0.075805649,0.009406273,-0.007817332,-0.003422448,0.999919415
2022/08/16/12:41:19.165046,15.15833759,0.07478971,0.009381829,-0.007983476,-0.004299596,0.999914944
2022/08/16/12:41:19.265551,15.20155621,0.076483876,0.009557131,-0.008698897,-0.004883856,0.999904633
2022/08/16/12:41:19.365404,15.24301147,0.075345121,0.00911072,-0.008802586,-0.005280268,0.999905884
2022/08/16/12:41:19.465404,15.28420067,0.074966967,0.008992734,-0.008912036,-0.005642958,0.999903977
2022/08/16/12:41:19.565024,15.3253994,0.074261896,0.008789599,-0.008942895,-0.006069219,0.999903023
2022/08/16/12:41:19.664909,15.36988163,0.074658811,0.009122887,-0.008845505,-0.006440101,0.999898612
2022/08/16/12:41:19.765489,15.40991211,0.072885558,0.009155666,-0.008804156,-0.006806813,0.999896228
2022/08/16/12:41:19.864680,15.45387936,0.07195349,0.009192024,-0.008914363,-0.007153167,0.999892414
2022/08/16/12:41:19.961202,15.4952383,0.072144158,0.009554978,-0.008827026,-0.007583434,0.999886692
2022/08/16/12:41:20.061294,15.53812408,0.070999585,0.009555022,-0.008881024,-0.007845929,0.999884188
2022/08/16/12:41:20.161090,15.57933044,0.070928887,0.009841417,-0.008920198,-0.008269475,0.999877632
2022/08/16/12:41:20.261356,15.61613369,0.070338048,0.009840379,-0.009036385,-0.008691644,0.999873042
2022/08/16/12:41:20.361602,15.65591908,0.069055997,0.009715314,-0.009132312,-0.009136358,0.999869347
2022/08/16/12:41:20.461920,15.6921339,0.069257267,0.009603083,-0.009166323,-0.009568303,0.999866188
2022/08/16/12:41:20.562698,15.73050404,0.069226116,0.009211957,-0.00917389,-0.009909283,0.999866366
2022/08/16/12:41:20.662332,15.76581001,0.068553559,0.008894609,-0.009279506,-0.01019963,0.999865353
2022/08/16/12:41:20.763254,15.80969524,0.069799714,0.009137413,-0.009356641,-0.01071924,0.999857008
2022/08/16/12:41:20.862637,15.85505009,0.068956569,0.009068348,-0.009457409,-0.011089796,0.999852657
2022/08/16/12:41:20.962483,15.89132214,0.067145489,0.008860357,-0.009392289,-0.011562385,0.999849796
2022/08/16/12:41:21.061382,15.93503761,0.065488242,0.008829848,-0.009419834,-0.01191418,0.999845684
2022/08/16/12:41:21.162258,15.98204136,0.063001908,0.008540952,-0.009330062,-0.012352143,0.999843717
2022/08/16/12:41:21.265631,16.02828407,0.061123725,0.008869393,-0.009315194,-0.012727283,0.999836266
2022/08/16/12:41:21.361402,16.07204247,0.060773164,0.008966102,-0.0093379,-0.013155213,0.99982965
2022/08/16/12:41:21.462711,16.11878777,0.059010733,0.009248462,-0.00938571,-0.01358101,0.999820948
2022/08/16/12:41:21.563365,16.16539001,0.057112362,0.009014252,-0.00940905,-0.014095109,0.999815762
2022/08/16/12:41:21.662439,16.21347618,0.054919012,0.009352116,-0.009447412,-0.014480671,0.999806762
2022/08/16/12:41:21.762695,16.257967,0.053128362,0.009346936,-0.009396808,-0.014999901,0.999799669
2022/08/16/12:41:21.863402,16.30416679,0.0535798,0.009466604,-0.008853562,-0.015398705,0.999797404
2022/08/16/12:41:21.963679,16.35187912,0.054409653,0.009750305,-0.008259045,-0.015853794,0.999792755
2022/08/16/12:41:22.063180,16.39777756,0.05070677,0.009033189,-0.00821751,-0.016357614,0.999791622
2022/08/16/12:41:22.164058,16.44520187,0.051824987,0.009142563,-0.007248739,-0.016748223,0.999791622
2022/08/16/12:41:22.261925,16.50787354,0.05228015,0.009026755,-0.007164361,-0.01722258,0.999785244
2022/08/16/12:41:22.361258,16.56139755,0.049351491,0.008589786,-0.006664122,-0.017676087,0.999784648
2022/08/16/12:41:22.461044,16.61329269,0.047104213,0.008597002,-0.006866323,-0.018165484,0.999774456
2022/08/16/12:41:22.561905,16.66969681,0.04619519,0.008796209,-0.007202782,-0.018629923,0.999761879
2022/08/16/12:41:22.662384,16.73402977,0.041760642,0.008978479,-0.009101688,-0.019187341,0.999734223
2022/08/16/12:41:22.763338,16.78473663,0.038113382,0.00871524,-0.009880267,-0.019815868,0.999716878
2022/08/16/12:41:22.862477,16.84349632,0.038932677,0.009677202,-0.008523409,-0.020301068,0.999710798
2022/08/16/12:41:22.962586,16.90315819,0.035934407,0.009219396,-0.010270704,-0.020791098,0.999688625
2022/08/16/12:41:23.062111,16.95852661,0.03405086,0.009039753,-0.010701553,-0.020776242,0.999686062
2022/08/16/12:41:23.162307,17.01882935,0.03507768,0.009330012,-0.010928682,-0.020430358,0.999688089
2022/08/16/12:41:23.266373,17.07126045,0.034902174,0.009242942,-0.010863656,-0.020129183,0.999695718
2022/08/16/12:41:23.361290,17.12558937,0.035490427,0.009256575,-0.011089773,-0.01972721,0.999701083
2022/08/16/12:41:23.461242,17.17626381,0.036015268,0.008851045,-0.010904495,-0.019388797,0.999713421
2022/08/16/12:41:23.562593,17.23086357,0.034685757,0.008880061,-0.011075937,-0.019020004,0.999718368
2022/08/16/12:41:23.660894,17.28543091,0.033248223,0.008966595,-0.011159106,-0.018583668,0.999724865
2022/08/16/12:41:23.761058,17.3374424,0.031049309,0.009313919,-0.011014712,-0.018145163,0.999731362
2022/08/16/12:41:23.861646,17.39782524,0.03175455,0.010018117,-0.011468417,-0.017766736,0.999726236
2022/08/16/12:41:23.961424,17.45449448,0.031557545,0.009991083,-0.011545897,-0.017351251,0.999732912
2022/08/16/12:41:24.062096,17.50753021,0.030239636,0.01026345,-0.011663065,-0.016974755,0.999735236
2022/08/16/12:41:24.164758,17.56428719,0.026966892,0.009781167,-0.011758387,-0.016589981,0.999745429
2022/08/16/12:41:24.262100,17.61717415,0.028647527,0.010154674,-0.011713533,-0.01626665,0.999747515
2022/08/16/12:41:24.363857,17.676054,0.029024687,0.01043801,-0.0118301,-0.01580718,0.999750614
2022/08/16/12:41:24.462401,17.73164749,0.027091525,0.009818614,-0.012121843,-0.015518722,0.999757946
2022/08/16/12:41:24.562597,17.78848648,0.031488363,0.010672567,-0.012390044,-0.015077103,0.999752641
2022/08/16/12:41:24.662756,17.84485435,0.032013893,0.009905975,-0.012553039,-0.014741999,0.999763489
2022/08/16/12:41:24.762659,17.90193748,0.034837317,0.010158294,-0.012645465,-0.014380243,0.999765098
2022/08/16/12:41:24.862312,17.96052551,0.033627547,0.009497084,-0.012815677,-0.014003348,0.999774694
2022/08/16/12:41:24.962073,18.01626968,0.033669386,0.009915319,-0.01290596,-0.013647492,0.999774516
2022/08/16/12:41:25.064326,18.0757122,0.035578702,0.009785855,-0.013107853,-0.013219961,0.999778748
2022/08/16/12:41:25.167839,18.13087463,0.036205698,0.010034604,-0.013148207,-0.012782266,0.999781489
2022/08/16/12:41:25.263414,18.18971062,0.035804529,0.009916935,-0.013205315,-0.012390188,0.999786854
2022/08/16/12:41:25.363257,18.24858093,0.035740651,0.009866076,-0.013353248,-0.012059684,0.999789417
2022/08/16/12:41:25.463091,18.30311584,0.03517608,0.009846733,-0.013200831,-0.011684616,0.999796093
