time,.pose.pose.position.x,.pose.pose.position.y,.pose.pose.orientation.x,.pose.pose.orientation.y,.pose.pose.orientation.z,.pose.pose.orientation.w
2022/08/16/12:40:34.059771,0.003545305,0.000929058,0.001050542,-0.000212272,0.000152933,0.999999523
2022/08/16/12:40:34.159837,-0.001526896,0.000421653,0.000613874,-0.000228586,5.70E-05,0.999999881
2022/08/16/12:40:34.260016,0.002906736,-0.001339899,0.000303245,-0.000256087,0.000150206,0.999999881
2022/08/16/12:40:34.360204,0.003256207,-0.000216712,0.001077795,-0.000258594,0.000144288,0.999999344
2022/08/16/12:40:34.460165,0.000382742,0.000628816,0.000683686,-0.000236337,8.20E-05,0.999999762
2022/08/16/12:40:34.560288,0.002711043,-7.79E-05,0.000934949,-0.00013168,0.00013336,0.999999642
2022/08/16/12:40:34.660028,0.00201915,-0.001196587,0.000860029,-0.000209595,0.000253014,0.999999642
2022/08/16/12:40:34.760793,0.002211218,-0.002368282,0.000489709,-0.000272612,0.000271409,0.999999762
2022/08/16/12:40:34.861518,0.002464941,-0.002076824,0.00055731,-0.000212009,0.000284328,0.999999762
2022/08/16/12:40:34.962127,0.002470436,-0.001416258,0.000590704,-0.000286414,0.000196105,0.999999762
2022/08/16/12:40:35.061992,0.002227712,-0.001650044,0.000314521,-0.000398872,0.000169398,0.999999881
2022/08/16/12:40:35.161806,0.00337359,-0.001253748,0.000622451,-0.000259852,0.000215912,0.999999762
2022/08/16/12:40:35.262022,0.004555055,-0.002063341,0.000453149,-0.000207326,0.00027132,0.999999881
2022/08/16/12:40:35.361828,0.003023852,-0.000460186,0.000670628,7.23E-05,0.000227179,0.999999762
2022/08/16/12:40:35.462317,0.000166072,9.64E-05,0.000869242,-0.000209265,9.55E-05,0.999999702
2022/08/16/12:40:35.562235,0.001309705,-0.000340497,0.000769996,-0.000267865,8.76E-05,0.999999642
2022/08/16/12:40:35.662348,0.003775719,-0.001120253,0.000525594,-0.000442959,0.000145902,0.999999762
2022/08/16/12:40:35.763317,0.000307307,-0.000304612,0.000796064,-0.00030857,0.000103042,0.999999642
2022/08/16/12:40:35.862863,0.002230941,-0.00042543,0.000597732,-0.000254764,0.000136445,0.999999762
2022/08/16/12:40:35.962978,0.002657174,-0.001001067,0.000526773,-0.000210349,0.000200623,0.999999881
2022/08/16/12:40:36.064310,0.000410945,-0.001145654,0.000543692,-0.000235011,0.000192318,0.999999881
2022/08/16/12:40:36.163950,0.004234092,-0.000847,0.000416556,-0.000184752,0.000193761,1
2022/08/16/12:40:36.264059,-0.001763161,-0.000322336,0.000427142,-0.000188837,7.56E-05,0.999999881
2022/08/16/12:40:36.363860,0.000535268,0.000233284,0.000576154,-5.04E-05,5.50E-05,0.999999881
2022/08/16/12:40:36.464186,0.000104605,0.000247435,0.00063333,-5.08E-05,0.000109709,0.999999881
2022/08/16/12:40:36.563477,0.002886211,-0.000327184,0.000627831,-8.10E-05,0.000192963,0.999999881
2022/08/16/12:40:36.663030,0.001347003,0.000334573,0.000760417,-0.000133539,0.000110989,0.999999762
2022/08/16/12:40:36.759729,0.000754376,0.000244764,0.00037751,-0.000187314,-1.09E-05,1
2022/08/16/12:40:36.859339,-0.000166512,-1.32E-05,0.000592716,-4.64E-05,7.91E-05,0.999999881
2022/08/16/12:40:36.961009,0.002148984,-0.000215007,0.000726086,-0.000214116,0.000118036,0.999999762
2022/08/16/12:40:37.059865,0.000492975,-0.000974274,0.000365211,3.73E-05,0.000170244,1
2022/08/16/12:40:37.160383,-0.002321413,-0.00056267,0.000231515,-0.000195845,9.04E-05,1
2022/08/16/12:40:37.261287,0.00252882,-0.000416132,0.000255965,-0.000220741,0.000140641,1
2022/08/16/12:40:37.361468,0.002483624,-0.00131438,0.000764651,-0.000226859,0.000185987,0.999999762
2022/08/16/12:40:37.461293,0.002829508,-0.00088215,0.000769197,5.72E-05,0.000236561,0.999999762
2022/08/16/12:40:37.561049,-0.001422296,0.000322065,0.00070384,-0.000114197,5.83E-05,0.999999762
2022/08/16/12:40:37.662913,0.001706066,-0.000662569,0.000656497,-4.18E-05,0.000121894,0.999999762
2022/08/16/12:40:37.761841,0.002561787,-0.000716004,0.000531927,-0.000275169,0.000151797,0.999999881
2022/08/16/12:40:37.862131,-0.000709283,-0.000644456,0.000754204,-0.000177762,0.000151328,0.999999762
2022/08/16/12:40:37.961444,0.001782099,-0.001026746,0.00013729,-0.000221769,9.68E-05,1
2022/08/16/12:40:38.061531,-0.000999614,0.00010884,0.000436981,-0.000326925,1.10E-05,0.999999881
2022/08/16/12:40:38.161629,0.000824366,-0.001092813,0.000633525,-0.000212603,0.000184261,0.999999881
2022/08/16/12:40:38.262725,0.002516032,0.000183058,0.000513025,-0.00022211,8.69E-05,0.999999881
2022/08/16/12:40:38.362870,0.003522098,-0.000164848,0.000517464,-0.000183089,0.000164964,0.999999881
2022/08/16/12:40:38.462845,0.003654084,-0.000526014,0.00067755,-4.47E-05,0.000136592,0.999999762
2022/08/16/12:40:38.564231,0.003890112,-0.001176795,0.00057368,-0.000497909,0.000185644,0.999999762
2022/08/16/12:40:38.663796,0.001093431,-0.000125554,0.000610791,-0.000219723,0.000116286,0.999999881
2022/08/16/12:40:38.764065,0.002153539,-7.93E-05,0.000954971,-0.000179874,0.000186107,0.999999583
2022/08/16/12:40:38.863632,0.001931319,-0.000784046,0.00074044,-0.000221813,0.000191969,0.999999762
2022/08/16/12:40:38.963965,0.000107537,-0.000187348,0.000224245,-0.000179825,7.21E-05,1
2022/08/16/12:40:39.063871,2.84E-05,-0.001010492,0.000287666,-0.0001974,0.000147557,1
2022/08/16/12:40:39.163407,0.000772811,-0.000373474,0.000795297,-0.000135225,0.000154881,0.999999762
2022/08/16/12:40:39.263048,0.004927024,-0.001212166,0.000372451,-0.000262239,0.000184995,0.999999881
2022/08/16/12:40:39.359178,-0.001401278,0.000118768,0.000508421,-0.000140799,3.16E-05,0.999999881
2022/08/16/12:40:39.459378,-0.003889243,0.000547154,0.000454277,-0.000234424,-4.36E-05,0.999999881
2022/08/16/12:40:39.559284,0.001662291,-0.000104998,0.000434719,-0.000249118,0.000165555,0.999999881
2022/08/16/12:40:39.659383,-0.002619511,0.00011246,0.000501943,-6.33E-05,1.75E-05,0.999999881
2022/08/16/12:40:39.759955,0.002637856,-0.000565793,0.000668973,-0.000255495,0.000245384,0.999999642
2022/08/16/12:40:39.859782,0.003125536,-0.00081909,0.000723556,-0.000112547,0.000216644,0.999999762
2022/08/16/12:40:39.960757,0.000773713,-0.000269441,0.00084223,-0.000104481,0.000151461,0.999999702
2022/08/16/12:40:40.061996,0.000404656,-0.000173697,0.000357843,-0.000230186,9.28E-05,1
2022/08/16/12:40:40.162442,0.002360339,-0.00091945,0.000227101,-0.000399982,0.000130012,1
2022/08/16/12:40:40.261934,0.001769179,0.000323559,0.000331097,-0.000246192,7.74E-05,0.999999881
2022/08/16/12:40:40.362892,0.001431704,-0.000430458,0.000535594,-0.00029857,0.000119403,0.999999881
2022/08/16/12:40:40.463053,0.003033402,-0.000377455,0.000851903,-0.000218712,0.000204323,0.999999702
2022/08/16/12:40:40.562893,-0.001744996,-0.000133359,0.000484217,0.000247942,0.000105866,0.999999881
2022/08/16/12:40:40.662893,0.001949604,-0.000314182,0.000692768,-0.000256449,8.92E-05,0.999999762
2022/08/16/12:40:40.762390,0.002799735,-0.000947173,0.000440118,-0.00017493,7.84E-05,0.999999881
2022/08/16/12:40:40.862530,0.000390235,-0.000502317,0.000620224,-0.000206513,0.000189313,0.999999881
2022/08/16/12:40:40.962590,0.002227954,-6.95E-05,0.000905062,-0.000221863,9.27E-05,0.999999642
2022/08/16/12:40:41.062222,-0.000569676,-0.000216747,0.000454184,-0.000220596,5.16E-05,0.999999881
2022/08/16/12:40:41.162131,0.000638127,-0.000257396,0.000798278,-0.000170041,0.000145711,0.999999762
2022/08/16/12:40:41.261923,-0.001134441,-0.002383025,0.000229348,-0.000437315,0.000154695,0.999999881
2022/08/16/12:40:41.361597,0.003308158,-0.000720801,0.000817892,-0.000124782,0.000249406,0.999999583
2022/08/16/12:40:41.461497,0.000440812,-0.001306333,0.000748328,-3.60E-05,0.000177978,0.999999762
2022/08/16/12:40:41.562262,0.000766782,-7.24E-05,0.000668561,-0.000241295,9.32E-05,0.999999762
2022/08/16/12:40:41.662256,0.000622314,-0.000615213,0.000734083,-0.000221896,0.000138868,0.999999762
2022/08/16/12:40:41.762766,0.000914066,-0.000371421,0.000933614,-0.00020662,0.000156731,0.999999642
2022/08/16/12:40:41.862330,0.001067856,0.000580003,0.00073004,-0.00028735,0.000110295,0.999999762
2022/08/16/12:40:41.962494,-0.001344029,-0.000115157,0.000559988,-0.000239481,5.94E-05,0.999999881
2022/08/16/12:40:42.062583,-3.38E-06,-0.000170589,0.000557935,-0.000502292,0.000145104,0.999999762
2022/08/16/12:40:42.162730,-0.001640775,-0.000466253,0.000598935,-0.000254171,0.000100361,0.999999762
2022/08/16/12:40:42.262666,0.003579872,-0.00029563,0.000625221,-0.000231683,0.000134542,0.999999881
2022/08/16/12:40:42.363416,0.001906933,0.001017701,0.000612881,-0.000233072,1.58E-06,0.999999881
2022/08/16/12:40:42.463365,0.00148214,-0.000683495,0.000635484,-0.000185627,0.000195202,0.999999881
2022/08/16/12:40:42.563605,-0.001381427,-0.001417289,0.000258781,-0.00038302,6.59E-05,0.999999881
2022/08/16/12:40:42.663365,0.000160656,-0.001207398,0.000569175,-0.000167383,0.000164464,0.999999881
2022/08/16/12:40:42.764154,0.000324027,-0.000199992,0.000780155,-0.000119819,0.000140091,0.999999762
2022/08/16/12:40:42.863862,0.001235676,-0.001279109,0.000314243,-0.000177479,0.000180595,1
2022/08/16/12:40:42.963614,0.001912018,0.000119074,0.000497963,-0.000103317,7.37E-05,0.999999881
2022/08/16/12:40:43.063453,0.002492251,-0.000596329,0.000698083,-0.000230866,0.000143041,0.999999762
2022/08/16/12:40:43.163565,0.002363654,-0.001775321,0.000465329,-0.000233036,0.000190791,0.999999881
2022/08/16/12:40:43.263687,0.001652941,-0.001152199,0.000577652,-0.000227357,0.00015408,0.999999881
2022/08/16/12:40:43.363575,0.00483044,-0.001434788,0.00031755,-0.000461699,0.000161172,0.999999881
2022/08/16/12:40:43.463567,0.003907829,-0.001237272,0.000711843,-0.000201542,0.000262183,0.999999762
2022/08/16/12:40:43.563408,0.004445291,0.000316595,0.000934986,-0.000134384,0.000208467,0.999999583
2022/08/16/12:40:43.663416,-0.000696742,-0.000115332,0.000612309,-0.000201848,6.21E-05,0.999999881
2022/08/16/12:40:43.763798,0.006468197,-0.001169596,0.000550203,-0.000250899,0.000244162,0.999999762
2022/08/16/12:40:43.863700,-0.002319441,0.001285807,0.001022217,-7.55E-05,0.000102371,0.999999523
2022/08/16/12:40:43.963883,0.004707956,-0.001661916,0.000376422,-0.000263852,0.000222771,0.999999881
2022/08/16/12:40:44.063975,0.004922638,-0.000769297,0.000389183,-0.000249404,0.000172521,0.999999881
2022/08/16/12:40:44.163951,0.004166178,-0.000657829,0.000635491,-0.000167922,0.000193347,0.999999881
2022/08/16/12:40:44.264030,0.003180799,-0.001064067,0.000596064,-0.00025328,0.000194563,0.999999762
2022/08/16/12:40:44.364024,-0.0006706,-0.000661096,0.000740706,-0.00024332,0.000132075,0.999999762
2022/08/16/12:40:44.464040,0.000474694,5.28E-05,0.000723682,-9.73E-05,0.000119679,0.999999762
2022/08/16/12:40:44.564175,-0.003265927,0.001244023,0.000625699,-0.000251878,-5.87E-05,0.999999762
2022/08/16/12:40:44.663677,-0.00152816,-0.000399785,0.000552837,-0.000281151,5.20E-05,0.999999762
2022/08/16/12:40:44.764254,0.000733458,-9.81E-05,0.000577853,-0.000323185,7.90E-05,0.999999762
2022/08/16/12:40:44.865513,0.00363924,-0.001262116,0.000547408,-0.000266646,0.000157877,0.999999762
2022/08/16/12:40:44.959638,0.002689676,0.000233283,0.00071105,-0.000391687,0.000114958,0.999999702
2022/08/16/12:40:45.059633,0.004019433,-0.002004781,0.000509405,-0.000432578,0.000222377,0.999999762
2022/08/16/12:40:45.159693,0.002085187,-0.002118588,0.000337423,-0.000257647,0.000199798,0.999999881
2022/08/16/12:40:45.260504,0.002889618,-0.000495821,0.000460194,-0.000416056,0.000105277,0.999999881
2022/08/16/12:40:45.359885,0.001245513,0.000206101,0.000711997,-9.55E-05,7.95E-05,0.999999762
2022/08/16/12:40:45.459722,0.00066426,-0.00069942,0.000543741,-0.000159014,0.000222846,0.999999881
2022/08/16/12:40:45.559719,0.004833068,-0.000790409,0.000697198,4.25E-05,0.000221338,0.999999762
2022/08/16/12:40:45.659845,0.001615059,-0.000694476,0.000421835,-0.000314496,0.000139031,0.999999881
2022/08/16/12:40:45.759958,0.001605346,-0.000648599,0.000425901,-0.000175991,9.85E-05,0.999999881
2022/08/16/12:40:45.862167,0.002630753,-0.000960912,0.000845027,-0.000219165,0.000214051,0.999999642
2022/08/16/12:40:45.962140,0.002449243,-0.000691548,0.000460537,-0.000228964,0.000169419,0.999999881
2022/08/16/12:40:46.060108,0.007623311,-0.001269951,0.000691713,-0.000202234,0.000313804,0.999999702
2022/08/16/12:40:46.160108,0.004931425,-0.000530308,0.000495621,-0.00054653,0.000152976,0.999999762
2022/08/16/12:40:46.260384,-0.001569298,-0.0002332,0.00064261,-0.00026422,0.000135952,0.999999762
2022/08/16/12:40:46.360561,0.002467955,-0.000144025,0.00075799,-0.000231708,0.000160468,0.999999702
2022/08/16/12:40:46.460855,-0.000354509,-7.68E-05,0.00025489,-0.000231886,2.30E-05,1
2022/08/16/12:40:46.560974,-0.000238388,-0.000702945,0.000345244,-0.000390817,9.93E-05,0.999999881
2022/08/16/12:40:46.660508,-0.000271624,-0.000438991,0.000605617,-0.000123913,9.91E-05,0.999999881
2022/08/16/12:40:46.760898,0.000249284,-0.000417201,0.000417481,-0.000407607,0.000102392,0.999999881
2022/08/16/12:40:46.860476,0.003034111,-0.000450311,0.000800477,-0.000189237,0.000181796,0.999999702
2022/08/16/12:40:46.960310,-0.000124817,-0.000441806,0.00061374,-0.000248495,0.000115685,0.999999762
2022/08/16/12:40:47.062419,0.001844056,-0.000281102,0.000832602,-0.000209903,0.000136928,0.999999642
2022/08/16/12:40:47.162752,0.000984925,-0.000355151,0.000703722,-0.000222987,0.000156368,0.999999762
2022/08/16/12:40:47.262858,0.001896208,-0.000810553,0.000577122,-0.000260899,0.000116611,0.999999762
2022/08/16/12:40:47.362938,0.000342518,8.63E-05,0.000802673,-0.000212975,7.36E-05,0.999999762
2022/08/16/12:40:47.459985,-6.08E-05,-0.000656839,0.000795806,-9.92E-05,0.000142906,0.999999702
2022/08/16/12:40:47.560024,0.002798469,-0.000749212,0.000661776,-0.000208193,0.000140425,0.999999762
2022/08/16/12:40:47.660186,0.001540998,0.000458716,0.000706717,-0.000270873,8.39E-05,0.999999702
2022/08/16/12:40:47.761992,0.009225884,-0.001299638,0.000786111,-0.000141391,0.000341278,0.999999642
2022/08/16/12:40:47.861353,0.000109588,-0.000709518,0.000554451,-0.000231378,0.000139915,0.999999881
2022/08/16/12:40:47.963633,-0.001098172,-0.001043491,0.000278983,-7.18E-05,0.000118535,1
2022/08/16/12:40:48.062093,-0.00015874,0.000389091,0.000743315,-0.000255359,6.75E-05,0.999999702
2022/08/16/12:40:48.162187,-9.21E-05,0.00059897,0.000523195,-0.000201849,3.87E-05,0.999999881
2022/08/16/12:40:48.263660,0.000433593,-0.000252685,0.000483822,-0.000487318,0.000115784,0.999999762
2022/08/16/12:40:48.364442,-0.002813207,-0.000137911,0.000627637,-0.000302581,3.60E-05,0.999999762
2022/08/16/12:40:48.460616,0.000884106,-0.001192067,0.00036336,-0.000132726,0.000136965,1
2022/08/16/12:40:48.560457,0.005785672,-0.001137373,0.000525881,-0.000443459,0.000205278,0.999999821
2022/08/16/12:40:48.660265,-0.001710915,-0.000311881,0.000533365,-0.000103306,0.000102172,0.999999881
2022/08/16/12:40:48.763062,0.004808767,-0.000439416,0.000648409,-0.000120984,0.000157916,0.999999762
2022/08/16/12:40:48.860459,-0.001454454,-0.000746838,0.000351978,-0.000414898,0.000110787,0.999999881
2022/08/16/12:40:48.961828,-0.000591243,-0.000922104,0.000456954,-0.000210659,0.000114251,0.999999881
2022/08/16/12:40:49.060804,0.003714697,-0.000203818,0.000579149,-0.000325774,7.49E-05,0.999999762
2022/08/16/12:40:49.160397,-0.000206098,0.001031546,0.000319927,-0.000426696,0.00017198,0.999999881
2022/08/16/12:40:49.260926,0.009905205,0.000844843,0.000168295,-0.000311029,0.000474137,0.999999881
2022/08/16/12:40:49.361420,0.012713037,-8.21E-05,-5.59E-05,-0.000666642,0.000462204,0.999999642
2022/08/16/12:40:49.461007,0.00959585,0.002236415,0.000432658,-0.000323386,0.000419375,0.999999762
2022/08/16/12:40:49.563475,0.006412451,0.00035155,-6.63E-05,-0.000492128,0.000412704,0.999999881
2022/08/16/12:40:49.659830,0.007173797,0.001097289,0.000283972,-0.000462948,0.000439691,0.999999762
2022/08/16/12:40:49.760196,0.005646682,0.000369739,-0.000269158,-0.00030251,0.000418065,0.999999881
2022/08/16/12:40:49.859927,0.008085256,0.001983092,-6.56E-05,-0.000679252,0.000400804,0.999999762
2022/08/16/12:40:49.960209,0.011023657,0.001817664,0.000167521,-0.000325519,0.000464371,0.999999881
2022/08/16/12:40:50.060918,0.018331947,0.001818551,-3.85E-05,-0.000295048,0.000462522,0.999999881
2022/08/16/12:40:50.161214,0.035733707,0.0019453,0.00017972,-0.000306723,0.000786658,0.999999583
2022/08/16/12:40:50.261720,0.054998726,0.002444828,8.90E-05,-0.000315955,0.000930011,0.999999583
2022/08/16/12:40:50.362154,0.079559028,0.00286788,0.000203752,-0.00032101,0.00123929,0.999999225
2022/08/16/12:40:50.462277,0.1101382,0.003911442,0.000276268,-0.000831826,0.001485326,0.999998569
2022/08/16/12:40:50.562402,0.150537089,0.004707169,0.000671813,-0.001420523,0.001907769,0.999996901
2022/08/16/12:40:50.662326,0.189864427,0.006593459,0.000424062,-0.001006554,0.002142098,0.999997199
2022/08/16/12:40:50.762479,0.237204432,0.011647037,0.000356572,-0.0009343,0.00250733,0.999996424
2022/08/16/12:40:50.862222,0.299756706,0.012750988,-7.81E-06,-0.002098421,0.003134507,0.999992907
2022/08/16/12:40:50.961848,0.357962877,0.017679689,-0.000123479,-0.001452256,0.003596059,0.99999249
2022/08/16/12:40:51.061974,0.436152458,0.022449877,-0.000364676,-0.002050301,0.004892135,0.999985874
2022/08/16/12:40:51.162233,0.50957197,0.030721981,-5.80E-06,-0.000590248,0.006457706,0.999979019
2022/08/16/12:40:51.263619,0.596093893,0.035305101,-0.000911135,-0.001402838,0.008760273,0.999960244
2022/08/16/12:40:51.361672,0.67295289,0.042175237,-0.0007779,-0.000865547,0.010989087,0.999938965
2022/08/16/12:40:51.461804,0.752324998,0.047806352,-0.001634059,-0.002331415,0.013550234,0.999904156
2022/08/16/12:40:51.561168,0.829018414,0.059227414,3.78E-05,-0.001799843,0.016488271,0.999862492
2022/08/16/12:40:51.661546,0.900300324,0.064912677,-0.00075407,-0.000417597,0.019265525,0.999813974
2022/08/16/12:40:51.763628,0.972724438,0.07673578,5.25E-05,-0.002339862,0.021554893,0.999764979
2022/08/16/12:40:51.861990,1.025797844,0.082888506,-0.00012544,-0.001692876,0.024107149,0.999707937
2022/08/16/12:40:51.962085,1.073495269,0.087010808,5.21E-05,-0.001178662,0.025336951,0.999678314
2022/08/16/12:40:52.062204,1.116365552,0.092273891,-0.000356892,-0.000664528,0.026085952,0.999659419
2022/08/16/12:40:52.162074,1.155330539,0.095337957,1.57E-05,-0.00076178,0.026730513,0.999642372
2022/08/16/12:40:52.261967,1.196471453,0.098176032,2.11E-05,-0.002192995,0.02723062,0.999626815
2022/08/16/12:40:52.361618,1.227398396,0.102044627,0.000126431,-0.00259068,0.027365271,0.999622166
2022/08/16/12:40:52.461491,1.260682583,0.104655467,0.000122613,-0.001866746,0.027318802,0.999625027
2022/08/16/12:40:52.562035,1.292136908,0.105540626,0.000649645,-0.000700546,0.02726943,0.999627769
2022/08/16/12:40:52.663457,1.331395745,0.107067294,0.000153432,-0.000591709,0.026587898,0.999646306
2022/08/16/12:40:52.763626,1.378513098,0.108078465,0.000237744,-0.002693746,0.025703285,0.999665976
2022/08/16/12:40:52.863328,1.415697217,0.109107435,0.000140767,-0.000560197,0.024418842,0.999701679
2022/08/16/12:40:52.963485,1.466902375,0.106740825,0.00073454,-0.000627915,0.022836547,0.999738753
2022/08/16/12:40:53.062698,1.522682548,0.107957155,0.000906003,-0.000585554,0.020488458,0.999789536
2022/08/16/12:40:53.163816,1.594512343,0.107576691,0.001574435,-0.003326961,0.018595215,0.999820352
2022/08/16/12:40:53.263739,1.663855553,0.10916201,0.001809979,-0.002877502,0.016769268,0.999853611
2022/08/16/12:40:53.363165,1.740735531,0.108794644,0.001604584,-0.003125492,0.015671505,0.999871016
2022/08/16/12:40:53.463355,1.808309197,0.110711731,0.001050188,-0.000825856,0.014972501,0.999887049
2022/08/16/12:40:53.563037,1.870213628,0.114468694,0.000686838,-0.000727218,0.014182509,0.99989897
2022/08/16/12:40:53.663339,1.929231763,0.116958499,0.000825569,-0.000434179,0.013608613,0.999907017
2022/08/16/12:40:53.763420,1.988360167,0.11925678,0.000653404,0.000374245,0.012959681,0.999915779
2022/08/16/12:40:53.863159,2.041064978,0.121210642,0.0007248,-0.000519463,0.012305765,0.999923944
2022/08/16/12:40:53.962916,2.085331678,0.118880242,-0.000317081,-0.001245579,0.011386523,0.999934375
2022/08/16/12:40:54.061097,2.131052494,0.11943353,0.000196745,-0.000381422,0.010480974,0.999945045
2022/08/16/12:40:54.171475,2.179996967,0.121580184,0.000811848,-0.000485941,0.009502579,0.999954462
2022/08/16/12:40:54.263102,2.222696304,0.121876441,0.000776211,-0.000414711,0.008634963,0.999962389
2022/08/16/12:40:54.364251,2.262681723,0.120798409,0.000860137,-0.000475118,0.007877883,0.999968529
2022/08/16/12:40:54.463609,2.304776907,0.122695446,0.001390145,-0.000496952,0.006886151,0.999975264
2022/08/16/12:40:54.563247,2.346809626,0.121291526,0.000986244,-0.000582629,0.005916747,0.999981821
2022/08/16/12:40:54.663233,2.398379803,0.121263735,0.001318047,-0.000820183,0.005012444,0.999986291
2022/08/16/12:40:54.763313,2.449449301,0.120160356,0.00115085,-0.00042566,0.004336542,0.999989927
2022/08/16/12:40:54.863189,2.493768692,0.121511728,0.001477591,-0.00061395,0.003625902,0.999992192
2022/08/16/12:40:54.963284,2.544984341,0.121035427,0.001800917,-0.000390594,0.003089495,0.999993503
2022/08/16/12:40:55.062921,2.59410882,0.122379169,0.002556995,-0.000215281,0.002562508,0.999993384
2022/08/16/12:40:55.163745,2.650114298,0.121033259,0.001414106,-0.000233988,0.002028966,0.99999696
2022/08/16/12:40:55.268085,2.703523397,0.122837692,0.00183357,-0.000435865,0.00154398,0.999997139
2022/08/16/12:40:55.362980,2.755415916,0.124532916,0.001454577,-0.000556331,0.000909661,0.99999845
2022/08/16/12:40:55.462048,2.806407452,0.121907078,0.001478432,-0.000463882,0.000436194,0.999998748
2022/08/16/12:40:55.562202,2.85727191,0.122696675,0.001591528,-0.000337421,-0.000174568,0.999998748
2022/08/16/12:40:55.662583,2.910742998,0.123551682,0.002069358,-0.000321614,-0.000673551,0.999997556
2022/08/16/12:40:55.763132,2.964640379,0.124814384,0.001642438,-0.00034616,-0.001480663,0.999997556
2022/08/16/12:40:55.862413,3.016538858,0.1242662,0.00204755,-0.000487943,-0.002394469,0.999994993
2022/08/16/12:40:55.962572,3.076673031,0.121849194,0.002038267,-0.000838631,-0.003457059,0.999991655
2022/08/16/12:40:56.062497,3.132775784,0.121832341,0.001992455,-0.000742171,-0.004835421,0.999986112
2022/08/16/12:40:56.163294,3.200566053,0.11945691,0.001828195,-0.000720739,-0.005247226,0.999984324
2022/08/16/12:40:56.263059,3.257079363,0.120640777,0.001958515,-0.000985226,-0.005887653,0.99998033
2022/08/16/12:40:56.362661,3.311612368,0.118973084,0.002119234,-0.000907042,-0.006607171,0.999975562
2022/08/16/12:40:56.463047,3.368308783,0.117609963,0.002111489,-0.000935049,-0.006902873,0.999973536
2022/08/16/12:40:56.563067,3.42480731,0.116439223,0.002302393,-0.001044486,-0.007488488,0.999968827
2022/08/16/12:40:56.663043,3.484531403,0.113309488,0.002433291,-0.001853046,-0.007998261,0.999963343
2022/08/16/12:40:56.763872,3.543713808,0.114874899,0.003019856,-0.001769699,-0.008516887,0.999957621
2022/08/16/12:40:56.863447,3.601110458,0.114673555,0.002813927,-0.001644495,-0.008996556,0.999954224
2022/08/16/12:40:56.965065,3.657576799,0.11293631,0.002337957,-0.000912739,-0.009786515,0.999949038
2022/08/16/12:40:57.064662,3.724859715,0.111864895,0.002038436,-0.000690749,-0.010774818,0.99993968
2022/08/16/12:40:57.165124,3.785368681,0.110508628,0.001625567,-0.001377353,-0.012334928,0.999921679
2022/08/16/12:40:57.263817,3.844037294,0.108765483,0.001102368,-0.002223606,-0.01355256,0.999905109
2022/08/16/12:40:57.363776,3.913298845,0.111118011,0.001180508,-0.002261724,-0.014234182,0.999895513
2022/08/16/12:40:57.463619,3.979824066,0.110336974,0.001186288,-0.0026105,-0.014880404,0.999885201
2022/08/16/12:40:57.564009,4.042212963,0.108144075,0.001260293,-0.003747249,-0.015476797,0.999872446
2022/08/16/12:40:57.663763,4.107698441,0.107466243,0.001673754,-0.003373303,-0.016059292,0.999863982
2022/08/16/12:40:57.764919,4.172093868,0.103865959,0.001445606,-0.004118626,-0.016692376,0.999851167
2022/08/16/12:40:57.864564,4.237602234,0.101567633,0.001247984,-0.003579069,-0.0171923,0.999845088
2022/08/16/12:40:57.964283,4.306399822,0.100153998,0.000801397,-0.003807187,-0.017768783,0.999834597
2022/08/16/12:40:58.064678,4.370696068,0.101008572,0.001082572,-0.003240498,-0.018115751,0.999830127
2022/08/16/12:40:58.163907,4.427026272,0.09897799,0.000505412,-0.003256793,-0.018615151,0.999821365
2022/08/16/12:40:58.265654,4.486549854,0.099850893,0.000573164,-0.003246979,-0.019259851,0.999809027
2022/08/16/12:40:58.364078,4.542038441,0.09911412,0.001316248,-0.003480727,-0.01971153,0.999798834
2022/08/16/12:40:58.463779,4.59058094,0.094752833,0.000697721,-0.00314473,-0.020115094,0.999792516
2022/08/16/12:40:58.564062,4.636654854,0.094128162,0.001561987,-0.003208916,-0.020591715,0.999781668
2022/08/16/12:40:58.664868,4.682891846,0.093011327,0.001848173,-0.004055981,-0.020891344,0.999771893
2022/08/16/12:40:58.764925,4.723096371,0.092278846,0.002260958,-0.003564762,-0.021288475,0.999764502
2022/08/16/12:40:58.864896,4.761041164,0.090630487,0.003030152,-0.003329404,-0.021584492,0.999756932
2022/08/16/12:40:58.966167,4.793078423,0.087653168,0.002910299,-0.003597824,-0.021985931,0.999747574
2022/08/16/12:40:59.065398,4.822100639,0.08641506,0.002688162,-0.003959678,-0.022370851,0.999738336
2022/08/16/12:40:59.165003,4.849543095,0.08438798,0.002871969,-0.003101171,-0.022625929,0.999735177
2022/08/16/12:40:59.265354,4.879983902,0.083207093,0.002510104,-0.003471248,-0.022809731,0.999730647
2022/08/16/12:40:59.365211,4.90117836,0.080281667,0.002375261,-0.003577706,-0.023140188,0.999723017
2022/08/16/12:40:59.465060,4.922605991,0.080818377,0.002546987,-0.003633403,-0.023288047,0.999718964
2022/08/16/12:40:59.564962,4.945919037,0.079619966,0.002540562,-0.003326858,-0.02335369,0.999718487
2022/08/16/12:40:59.665103,4.969504833,0.079759128,0.00275547,-0.003822624,-0.023351848,0.999716222
2022/08/16/12:40:59.765693,4.986971855,0.07675039,0.001790565,-0.003664765,-0.023714945,0.999710441
