Time,ax,ay,AngleZ
 08:59:01.581,0.0073,-0.0107,-78.5522
 08:59:01.695,0.0024,-0.0083,-78.9807
 08:59:01.773,0.0132,0.0054,-79.4202
 08:59:01.883,0.0107,-0.0073,-79.8541
 08:59:01.983,0.0073,-0.0117,-80.332
 08:59:02.078,0.0049,0.001,-80.8319
 08:59:02.186,0.0073,-0.001,-81.3702
 08:59:02.308,0.0039,-0.0068,-81.8866
 08:59:02.374,0.0073,-0.0049,-82.403
 08:59:02.484,0.0024,-0.0137,-82.9633
 08:59:02.572,0,-0.0093,-83.551
 08:59:02.683,0.0059,0.0029,-84.1443
 08:59:02.782,0.0068,-0.0098,-84.7595
 08:59:02.871,0.0029,-0.0107,-85.4022
 08:59:02.975,0.0044,0.0063,-86.012
 08:59:03.070,0.0107,-0.0039,-86.5833
 08:59:03.183,0.0054,-0.0107,-87.1381
 08:59:03.277,0.0029,-0.0015,-87.6929
 08:59:03.377,0.0024,-0.0083,-88.2477
 08:59:03.498,-0.0063,-0.0098,-88.8135
 08:59:03.578,0.0034,-0.0034,-89.3958
 08:59:03.668,0.0103,0.001,-89.9725
 08:59:03.782,0.0137,-0.0127,-90.5548
 08:59:03.878,0.0117,0.0039,-91.0986
 08:59:03.971,0.0181,0.0132,-91.593
 08:59:04.067,0.0107,-0.0098,-92.0435
 08:59:04.181,0.0166,0.0034,-92.45
 08:59:04.277,0.0137,0.0073,-92.8125
 08:59:04.375,0.0146,-0.0005,-93.1476
 08:59:04.471,0.0112,0.0034,-93.4332
 08:59:04.570,0.0146,0.0166,-93.6914
 08:59:04.666,0.0103,0.0093,-93.9001
 08:59:04.779,0.0117,0.0063,-94.032
 08:59:04.868,0.0059,0.0093,-94.1089
 08:59:05.004,0.0039,0.0068,-94.1199
 08:59:05.067,0.0117,0.0127,-94.0704
 08:59:05.165,0.0088,0.0142,-93.9716
 08:59:05.278,0.0146,0.0059,-93.8232
 08:59:05.442,0.0156,-0.0024,-93.653
 08:59:05.474,-0.0005,-0.0059,-93.4772
 08:59:05.607,0.0117,0.0103,-93.3179
 08:59:05.672,0.0083,-0.0049,-93.1696
 08:59:05.771,0.0107,-0.0034,-93.0212
 08:59:05.868,0.0195,0.0137,-92.8674
 08:59:05.977,0.0181,-0.0088,-92.7191
 08:59:06.075,0.0122,0.0059,-92.5598
 08:59:06.198,0.0176,0.0146,-92.395
 08:59:06.276,0.0117,-0.001,-92.2083
 08:59:06.371,0.0049,0.0068,-91.972
 08:59:06.469,0.021,0.002,-91.7194
 08:59:06.586,0.019,0.0005,-91.4832
 08:59:06.667,0.0156,0.0112,-91.2305
 08:59:06.762,0.0264,0.0063,-90.9833
 08:59:06.875,0.0166,0.0024,-90.7196
 08:59:06.973,0.0049,0.0195,-90.4175
 08:59:07.070,0.0181,0.0137,-90.0769
 08:59:07.165,0.0151,0.0063,-89.6869
 08:59:07.266,0.0015,0.019,-89.2419
 08:59:07.364,-0.0015,0.0112,-88.7311
 08:59:07.460,0,0.0039,-88.1927
 08:59:07.567,0.0083,0.0078,-87.6324
 08:59:07.659,0.0078,0.0044,-87.0557
 08:59:07.769,0.0103,0.0156,-86.4844
 08:59:07.870,0.0015,0.0122,-85.8746
 08:59:07.965,0.0024,0.0137,-85.2209
 08:59:08.061,-0.0024,0.0127,-84.5288
 08:59:08.170,0.002,0.0034,-83.7982
 08:59:08.287,-0.0049,0.002,-83.0566
 08:59:08.368,0.0107,0.0073,-82.3096
 08:59:08.469,0.0161,0.0107,-81.568
 08:59:08.564,0.0127,0,-80.8044
 08:59:08.670,0.0015,0.002,-80.0409
 08:59:08.767,-0.0015,-0.0083,-79.3323
 08:59:08.865,0.0073,0.0127,-78.6566
 08:59:08.966,-0.0024,0.0186,-77.9535
 08:59:09.061,0.001,0.0005,-77.2614
 08:59:09.159,0.0034,0.0073,-76.5637
 08:59:09.255,0.0054,0.0146,-75.8771
 08:59:09.368,0.0093,0.0103,-75.163
 08:59:09.454,0.0093,0.0171,-74.4434
 08:59:09.568,0.0044,0.0039,-73.7238
 08:59:09.670,-0.002,-0.001,-73.0865
 08:59:09.768,-0.0034,-0.0015,-72.5098
 08:59:09.890,0.0015,0,-72.0209
 08:59:09.955,-0.0029,-0.0068,-71.5979
 08:59:10.068,-0.0068,0,-71.2189
 08:59:10.154,-0.0098,0.001,-70.9167
 08:59:10.270,-0.0083,-0.0137,-70.6641
 08:59:10.355,0.002,0,-70.4553
 08:59:10.486,-0.0005,-0.0068,-70.285
 08:59:10.552,0.001,-0.0137,-70.1697
 08:59:10.665,0.0068,-0.0068,-70.1147
 08:59:10.756,-0.0049,-0.0137,-70.1202
 08:59:10.868,-0.0146,-0.0146,-70.1971
 08:59:10.953,-0.0161,-0.0205,-70.329
 08:59:11.088,-0.0107,-0.0107,-70.5322
 08:59:11.153,0.0293,-0.0122,-70.7684
 08:59:11.250,0.021,-0.0122,-71.1035
 08:59:11.356,0.0161,-0.0181,-71.488
 08:59:11.451,0.0083,-0.0122,-71.911
 08:59:11.555,-0.001,-0.0171,-72.3999
 08:59:11.679,0.0049,-0.0186,-72.9327
 08:59:11.760,0.0098,-0.0156,-73.5315
 08:59:11.851,0.0039,-0.0273,-74.1852
 08:59:11.951,0.0054,-0.0283,-74.9213
 08:59:12.062,0.0044,-0.0122,-75.7397
 08:59:12.161,-0.0063,-0.0073,-76.6296
 08:59:12.248,-0.0117,-0.0107,-77.4316
 08:59:12.348,-0.0098,0.0127,-78.1677
 08:59:12.458,-0.0059,-0.0068,-78.7994
 08:59:12.556,-0.002,0.0015,-79.3488
 08:59:12.651,0.0039,0.0107,-79.8596
 08:59:12.752,-0.0029,-0.0098,-80.3101
 08:59:12.846,-0.0068,0.0044,-80.7001
 08:59:12.946,-0.0132,-0.0142,-81.0571
 08:59:13.060,-0.0088,-0.0161,-81.4197
 08:59:13.149,0.0034,0.0059,-81.7822
 08:59:13.259,0.0063,-0.02,-82.1777
 08:59:13.356,0.0142,-0.0122,-82.6062
 08:59:13.451,0.0044,-0.0044,-83.0292
 08:59:13.548,-0.0015,-0.0132,-83.4906
 08:59:13.652,-0.0024,-0.0049,-83.941
 08:59:13.746,-0.001,-0.0132,-84.408
 08:59:13.858,0.0059,-0.0024,-84.9243
 08:59:13.958,0.0068,-0.0156,-85.4022
 08:59:14.052,0.0098,-0.022,-85.946
 08:59:14.162,0.0083,-0.0078,-86.5393
 08:59:14.245,0.0078,-0.0137,-87.1545
 08:59:14.345,0.0093,-0.0015,-87.7808
 08:59:14.456,0.0034,-0.0054,-88.374
 08:59:14.553,0.0093,-0.0063,-88.9673
 08:59:14.648,0.019,-0.0063,-89.5605
 08:59:14.766,0.0171,-0.0093,-90.1868
 08:59:14.846,0,0.001,-90.7855
 08:59:14.946,0.0103,-0.0044,-91.3019
 08:59:15.056,0.0117,0.0044,-91.7688
 08:59:15.152,0.0103,-0.0024,-92.1753
 08:59:15.251,-0.002,-0.0015,-92.5323
 08:59:15.355,0.002,0.0273,-92.8345
 08:59:15.452,-0.0044,-0.0107,-93.0377
 08:59:15.580,0,-0.0146,-93.2959
 08:59:15.645,0.0161,0.0137,-93.5925
 08:59:15.785,0.0151,0,-93.8562
 08:59:15.850,0.0127,0.0073,-94.0594
 08:59:15.950,0.0078,-0.0078,-94.2407
 08:59:16.049,-0.0054,-0.0181,-94.444
 08:59:16.148,0.0039,-0.0059,-94.7131
 08:59:16.247,0.0117,-0.0161,-95.0482
 08:59:16.353,0.0093,-0.0176,-95.4547
 08:59:16.450,-0.0005,0.0015,-95.8667
 08:59:16.572,0.0107,0.0146,-96.2238
 08:59:16.648,-0.0049,-0.0068,-96.5259
 08:59:16.752,-0.0635,0.0142,-96.7291
 08:59:16.849,-0.0503,0.0098,-96.9049
 08:59:16.949,-0.0791,-0.0068,-97.0917
 08:59:17.049,-0.1445,-0.0054,-97.1851
 08:59:17.149,-0.2046,0.0054,-97.3004
 08:59:17.249,-0.228,-0.0093,-97.4268
 08:59:17.382,-0.2148,0.0107,-97.5037
 08:59:17.447,-0.1431,0.0005,-97.5146
 08:59:17.547,0.1211,-0.001,-97.5146
 08:59:17.644,-0.0596,-0.0068,-97.5146
 08:59:17.748,0.0542,0.0073,-97.5146
 08:59:17.845,-0.0439,-0.0103,-97.5256
 08:59:17.940,0.0337,0.0103,-97.5201
 08:59:18.034,-0.0313,-0.0054,-97.5201
 08:59:18.134,0.0278,0.0054,-97.5201
 08:59:18.247,-0.0215,0.001,-97.5201
 08:59:18.343,0.0195,0.0005,-97.5201
 08:59:18.435,-0.0146,0.0039,-97.5201
 08:59:18.545,0.0117,-0.001,-97.5201
 08:59:18.642,-0.0073,0.0034,-97.5201
 08:59:18.739,0.0059,0.0005,-97.5201
 08:59:18.852,-0.0024,0.0005,-97.5201
 08:59:18.937,0.001,0.0024,-97.5201
 08:59:19.053,0.002,0,-97.5201
 08:59:19.135,-0.0024,0.0029,-97.5201
 08:59:19.253,0.0039,0,-97.5201
 08:59:19.334,-0.0034,0.002,-97.5201
 08:59:19.432,0.0054,0.001,-97.5201
 08:59:19.545,-0.0034,0.0005,-97.5201
 08:59:19.636,0.0039,0.0024,-97.5201
 08:59:19.732,-0.0015,0,-97.5201
 08:59:19.855,0.0015,0.0024,-97.5201
 08:59:19.935,0,0.0005,-97.5201
 08:59:20.034,0,0.0015,-97.5201
 08:59:20.130,0.0015,0.001,-97.5201
 08:59:20.247,-0.001,0.0005,-97.5201
 08:59:20.338,0.002,0.002,-97.5201
 08:59:20.455,-0.001,0.0005,-97.5201
 08:59:20.537,0.002,0.002,-97.5201
 08:59:20.634,0,0.0005,-97.5201
 08:59:20.728,0.001,0.0015,-97.5201
 08:59:20.832,0.0005,0.001,-97.5201
 08:59:20.940,0,0.001,-97.5201
 08:59:21.069,0.001,0.001,-97.5201
 08:59:21.135,0,0.001,-97.5201
 08:59:21.230,0.001,0.001,-97.5201
 08:59:21.327,0,0.001,-97.5201
 08:59:21.431,0.0005,0.0015,-97.5201
 08:59:21.526,0,0.001,-97.5201
 08:59:21.632,0,0.0015,-97.5201
 08:59:21.730,0.001,0.001,-97.5201
 08:59:21.836,0.0005,0.0015,-97.5201
 08:59:21.931,0.0005,0.001,-97.5201
 08:59:22.026,0,0.001,-97.5201
 08:59:22.135,0,0.0015,-97.5201
 08:59:22.233,0.0005,0.002,-97.5201
 08:59:22.329,0,0.0005,-97.5201
 08:59:22.424,0.001,0.0024,-97.5256
 08:59:22.524,0,0.0005,-97.5256
 08:59:22.634,0.001,0.001,-97.5256
 08:59:22.744,0,0.0015,-97.5256
